,oficialista,opositor
reiterado,0,1
reiterados,1,2
reiterar,1,0
reitero,0,6
reiteró,1,1
reivindica,0,2
reivindicaba,1,0
reivindicaciones,2,0
reivindicación,2,0
reivindicando,0,1
reivindicar,1,2
reivindicarlo,1,0
reivindicará,1,0
reivindicativa,2,0
reivindicativos,1,0
reivindicatoria,1,0
reivindico,1,1
rejas,2,3
rejunte,2,0
rekargado,1,0
relaciona,3,0
relacionaban,0,1
relacionada,0,2
relacionado,1,2
relacionados,1,0
relacionamiento,0,1
relacione,0,1
relaciones,19,14
relación,45,36
relajada,3,0
relajamiento,1,0
relajarme,2,0
relamiéndose,1,0
relance,0,1
relanzamiento,0,1
relata,5,2
relatado,2,0
relatan,1,1
relatar,1,0
relataron,1,1
relatarán,0,1
relativamente,0,4
relativiza,2,0
relativizan,1,0
relativo,0,1
relativos,0,1
relato,28,33
relator,6,0
relatora,0,2
relatores,2,0
relatoría,0,3
relatos,8,0
relats,0,3
relaté,0,1
relató,4,1
rele,0,1
relevamientos,0,1
relevancia,0,3
relevantes,1,0
releyendo,1,0
releía,1,0
religiones,0,2
religiosa,0,2
religiosas,2,0
religioso,1,0
rellenan,1,0
rellenos,1,0
reloj,2,2
relojes,0,1
reluciente,1,0
relucientes,0,2
relucir,0,2
relámpago,2,0
rema,1,0
remarcar,2,0
remarcaron,1,0
remarcó,10,1
remata,0,1
remataban,0,1
rematan,0,1
rematar,0,1
remate,1,2
remató,2,1
remedio,2,5
rememoró,0,1
remera,1,0
remeras,1,0
remesas,1,0
remite,3,1
remitiéndolos,1,0
remitía,1,0
remociones,0,1
remoción,0,4
remodelación,1,0
remodelado,1,0
remojar,0,1
remolino,1,0
remonta,1,0
remontarse,1,1
remotamente,0,1
remotas,1,0
remoto,2,0
remotos,2,0
remover,1,1
removido,0,3
removieron,1,1
removió,0,4
remplazarlo,1,0
remueve,0,1
remó,1,0
renar,0,3
renault,4,0
rencor,3,1
rendimiento,1,0
rendir,1,3
renegaba,1,0
renegaron,2,0
renglón,3,0
reniego,2,0
renovación,0,4
renovador,7,12
renovar,0,1
renovaron,1,0
renovándolo,1,0
renta,3,2
rentabilidad,1,0
rentada,0,1
rentados,0,1
rentas,2,2
renuencia,1,0
renuncia,6,7
renunciaba,1,0
renunciaban,1,0
renunciado,1,0
renuncian,1,0
renunciar,3,4
renunciaste,1,0
renuncie,0,1
renunciá,0,1
renuncié,1,0
renunció,2,3
reojo,1,0
reordenarlas,1,0
reorganización,1,0
reorganizar,1,0
reorientar,1,0
rep,4,0
repara,1,0
reparación,4,1
reparar,1,0
reparos,3,0
repartan,2,0
reparte,1,0
repartida,0,1
repartir,4,2
reparto,1,2
repartía,2,1
repasa,2,1
repasamos,1,0
repasando,1,0
repasaron,1,0
repaso,0,1
repasó,1,0
repatriación,0,1
repeler,1,0
repente,4,0
repentina,0,3
repentinamente,1,0
repentinos,1,0
repercusiones,0,2
repercusión,2,3
repercuta,0,1
repercute,1,1
repercutiría,0,1
repercutió,0,1
repertir,1,0
repetición,3,1
repetida,2,1
repetidas,0,1
repetido,1,1
repetidores,0,1
repetidos,1,0
repetidísimo,1,0
repetir,5,3
repetirles,0,1
repetirse,0,1
repetiría,0,1
repetitiva,1,0
repetitivo,1,0
repetía,3,1
repetían,0,1
repiqueteando,1,0
repiqueteo,1,0
repitas,1,0
repite,1,8
repiten,0,2
repitiendo,4,2
repitiera,0,1
repitieron,0,1
repitió,1,1
repito,0,9
replegados,1,0
replegaron,1,0
replegarse,2,0
replegó,1,0
repleto,1,0
replicar,0,1
replicarle,1,0
replicó,3,0
repliega,1,0
repliegue,2,0
repliegues,1,0
repollo,1,0
reportaje,4,4
reportajes,3,1
reporte,0,1
reportero,1,0
reporteros,1,0
reposera,1,0
reposición,0,1
reposo,2,2
repreguntaba,1,0
repreguntas,1,0
repreguntó,1,0
represa,0,1
represalia,1,0
represalias,1,1
represas,1,2
representa,9,8
representaba,2,1
representaban,1,1
representación,9,5
representada,2,1
representadas,2,0
representado,2,4
representados,3,0
representan,3,3
representando,1,0
representante,9,1
representantes,12,9
representar,1,1
representara,2,0
representarlo,0,1
representará,1,0
representativas,1,0
representatividad,1,0
representativo,0,1
represento,1,0
representó,0,4
represiones,1,0
represiva,3,0
represivo,2,0
represión,4,2
represor,0,1
reprimen,1,0
reprimidos,1,0
reprimiendo,2,0
reprimir,5,0
reprocesarse,0,1
reprocha,2,0
reprochaba,1,0
reprochaban,1,0
reprochado,1,0
reprocharon,1,0
reproche,5,1
reproches,2,2
reproché,1,0
reprochó,1,0
reproducción,1,0
reproduce,2,1
reproducen,2,0
reproducido,0,1
reproduciendo,1,0
reprodujera,0,1
reprodujeron,2,0
reprodujo,1,0
reproduzcan,1,0
repsol,0,16
republica,1,1
republicana,2,4
republicanas,2,0
republicano,2,2
republicanos,1,1
repudiable,0,2
repudiada,0,1
repudiemos,0,1
repudio,1,2
repudios,0,1
repudió,0,1
repuesta,1,0
repugnancia,2,1
repugnante,1,1
repugne,2,0
repulsa,0,1
repulsivos,0,1
repunte,0,1
repuso,0,1
reputación,1,0
república,20,19
requeridos,1,0
requerimiento,0,2
requerimientos,0,1
requerimos,1,0
requerirán,0,1
requería,1,0
requerían,1,0
requieran,0,1
requiere,6,4
requieren,1,2
requilombera,1,0
requirió,0,1
requisito,2,1
requisitos,0,2
resabio,1,0
resalta,1,0
resaltador,2,0
resaltadores,1,0
resalte,0,1
resaltó,2,1
resbalón,0,1
rescata,0,1
rescataba,1,0
rescatable,0,1
rescatado,0,1
rescatamos,1,0
rescataron,1,0
rescató,1,0
rescindir,1,0
rescindirlo,1,0
resentida,0,2
resentido,1,0
resentidos,3,0
resentimiento,6,2
resentimientos,1,0
resentir,0,2
reserva,5,6
reservada,1,0
reservado,1,2
reservará,0,1
reservas,2,17
reservándolo,0,1
reservó,1,0
resfriados,1,0
resguardaba,1,0
resguardar,1,2
resguardo,0,3
reside,0,1
residencia,4,1
residentes,2,0
residual,0,1
residuos,1,1
residía,1,0
residían,1,0
resigna,1,3
resignaciones,1,0
resignación,2,0
resignado,2,0
resignar,1,0
resigne,1,0
resiste,4,1
resisten,0,2
resistencia,14,1
resistencias,5,0
resistente,1,0
resistido,1,0
resistio,1,0
resistir,3,2
resistirse,1,0
resistirá,1,0
resistiría,1,1
resistirían,0,1
resistiéndose,1,0
resisto,1,0
resistía,2,0
resistían,3,0
resnick,1,0
resnik,0,1
resoluciones,0,2
resolución,3,6
resolutiva,1,0
resolutivo,1,0
resolvemos,0,2
resolver,5,9
resolverán,0,1
resolvió,0,2
resolvía,1,0
resonaba,0,1
resonancia,1,1
resonante,2,1
resort,0,1
respalda,1,0
respaldaban,1,0
respaldada,0,1
respaldado,5,0
respaldan,1,0
respaldaran,1,0
respaldo,2,2
respaldos,1,0
respaldó,1,0
respectivas,3,0
respectivo,1,0
respectivos,3,3
respecto,20,38
respeta,4,1
respetaba,3,0
respetabilidad,0,1
respetables,0,1
respetada,0,1
respetadas,0,1
respetado,1,1
respetamos,0,1
respetan,1,2
respetando,0,1
respetar,5,4
respetarla,0,1
respetarse,1,0
respetarán,1,0
respete,0,4
respeten,1,0
respetivas,1,0
respeto,11,14
respetuoso,1,0
respetuosos,0,1
respiraba,1,0
respiro,2,1
respirábamos,2,0
respiró,0,1
responda,0,1
respondan,1,0
responde,4,3
responden,1,2
responder,5,4
responderle,0,1
responderse,0,1
responderá,1,0
respondida,0,1
respondidos,0,1
respondiera,1,0
respondieron,0,1
respondió,10,11
respondés,1,0
respondí,1,0
respondía,2,0
respondían,1,1
responsabilidad,15,15
responsabilidades,5,3
responsabilizada,1,0
responsabilizarlo,0,1
responsabilizó,0,2
responsable,4,15
responsables,3,13
respuesta,16,13
respuestas,7,3
resquemores,1,0
resquicio,1,0
resta,1,0
restaba,2,0
restableciendo,0,1
restablecimiento,1,0
restablezca,0,2
restantes,1,1
restar,2,0
restaura,0,1
restauración,4,0
restaurador,2,0
restauradores,1,0
restaurante,6,0
restaurantes,6,0
restauró,1,0
restituya,0,1
resto,14,18
restos,0,1
restregándose,1,0
restricciones,1,2
restringidas,1,0
restringido,1,0
restringir,0,2
restrinjan,0,2
restrucutración,1,0
resuelta,1,0
resuelto,2,4
resueltos,1,0
resuelve,0,2
resuelven,0,1
resuena,0,1
resulta,8,16
resultaba,3,0
resultaban,1,0
resultado,18,11
resultados,11,10
resultan,2,1
resultante,0,1
resultar,3,1
resultara,0,1
resultaron,0,1
resultará,1,0
resultaría,1,1
resulte,1,1
resulten,0,2
resultó,3,2
resume,3,3
resumen,1,1
resumiendo,1,0
resumir,1,0
resumió,1,3
resurgimiento,0,1
resurgió,1,0
resúmenes,3,0
reta,0,2
retacea,1,0
retaceo,1,0
retar,0,3
retenciones,5,6
retención,0,3
retener,2,2
retenerlo,1,0
retengamos,1,0
retenidos,1,0
retiene,0,1
retina,0,1
retira,1,1
retiraba,2,0
retiraban,1,0
retirada,3,2
retirado,2,0
retiran,1,0
retirando,1,0
retirar,1,0
retiraron,0,1
retirarse,0,1
retiraría,0,1
retiro,5,0
retiró,0,1
reto,1,1
retobaba,1,0
retoma,1,1
retomaba,2,0
retomar,0,1
retorcido,1,0
retorna,2,0
retornaron,1,0
retornará,1,0
retorne,1,0
retornen,1,0
retorno,3,4
retornos,0,2
retornó,0,2
retoza,1,0
retozan,1,0
retracción,0,1
retractación,0,1
retractarse,1,0
retracte,1,0
retracto,0,1
retraer,1,0
retraiga,0,1
retratado,1,0
retratista,1,0
retrato,4,1
retratos,1,1
retribuiría,0,1
retroactiva,0,1
retrocedan,1,0
retrocede,0,2
retroceder,5,0
retrocedieron,0,1
retrocedió,1,0
retrocedían,1,0
retroceso,1,2
retrocesos,0,1
retrospectivamente,1,0
retrógado,2,0
retumbando,2,0
retwitteado,0,1
retó,0,2
retórica,1,1
retóricas,2,0
reubicado,1,0
reubicaron,1,0
reunen,0,1
reunida,1,0
reunido,2,0
reunidos,0,1
reuniendo,1,0
reunieron,0,2
reunimos,3,0
reuniones,13,2
reunir,1,1
reunirse,1,3
reunió,4,2
reunión,22,25
reunía,4,1
reutemann,0,1
revalorizar,0,2
revanchista,0,1
revela,1,4
revelaba,1,0
revelaciones,1,1
revelada,0,1
revelado,0,1
revelador,1,2
revelan,1,3
revelar,2,1
reveló,3,1
reventaba,3,0
reventada,1,0
reventadas,2,0
reventarles,2,0
reverencia,1,0
reverenda,1,0
revertido,1,0
revertir,1,4
revertirlos,0,1
revertirse,1,1
revestimiento,1,0
revierte,0,1
revierten,0,1
revirtiendo,0,1
revisa,0,1
revisado,0,1
revisados,0,1
revisan,1,0
revisando,0,1
revisar,9,4
revisara,1,0
revisarle,1,0
revisionan,1,0
revisionismo,3,1
revisionista,1,0
revisionistas,0,1
revisión,0,2
revista,17,2
revistas,6,0
revivieron,1,0
revivió,1,0
reviví,1,0
revocar,1,1
revolear,0,1
revoleo,0,1
revolotean,0,1
revoloteando,1,0
revoltosa,4,0
revoltoso,0,1
revoltosos,3,0
revolucionaria,6,0
revolucionario,5,3
revolucionarios,6,1
revolución,23,4
revolver,1,0
revolviendo,4,0
revuelo,1,0
revueltos,0,1
revuelve,1,0
revuelven,2,0
revulsión,1,0
revés,6,3
rey,3,6
reyes,1,3
reza,1,0
rezaba,3,0
rezaban,1,0
rezando,1,0
rezar,1,0
rezongos,1,0
reía,7,0
reíamos,1,0
reído,2,0
reímos,2,0
reír,2,0
reírse,5,1
reñida,1,0
reúnan,0,1
reúne,1,0
reúnen,3,0
rial,1,0
ribeiro,1,0
ribetes,0,1
rica,0,4
ricachones,0,1
ricardito,2,0
ricardo,10,12
ricas,1,0
riccheri,1,0
ricchieri,1,0
richard,0,1
richarte,0,1
ricita,1,0
ricky,1,0
rico,8,12
ricos,7,3
rictus,1,0
ridiculeces,1,0
ridiculizar,1,0
ridícula,1,0
ridículo,7,1
riega,1,0
rien,1,0
riendas,2,0
riendo,2,0
rieron,3,0
riesgo,12,9
riesgos,1,7
riesgosa,0,1
riesgoso,0,1
rige,0,2
rigen,0,2
righi,35,6
rigideces,0,1
rigidez,1,0
rigor,7,2
rigurosa,0,1
rigurosamente,0,1
riguroso,0,1
rimbaud,1,0
rimbombante,0,1
rimmel,6,0
rinches,1,0
rincones,1,0
rincón,3,0
ring,0,2
rio,1,3
riodismo,2,0
riodistas,1,0
riodístico,1,0
rioja,1,1
riojana,1,0
riojano,0,1
ripio,1,0
riqueza,3,8
riquezas,3,3
riquísima,0,1
riquísimos,1,0
risa,8,1
risas,2,0
risieri,1,0
ristra,0,1
risueño,1,0
rita,1,0
ritmo,6,5
ritondo,2,0
ritos,1,0
rivadavia,3,2
rival,0,4
rivales,1,0
rivalidad,3,0
rivalizábamos,1,0
rivarola,0,1
rivolo,2,0
rizomática,1,0
rizomático,2,0
riéndose,5,0
riña,0,1
riñón,0,2
rió,4,0
roba,1,0
robaba,0,1
robaban,1,0
robada,0,3
robado,0,1
robados,0,1
roban,2,0
robando,0,1
robar,4,7
robaron,3,2
roben,1,1
robert,1,0
roberta,0,1
roberto,8,8
robo,3,2
robos,0,2
robó,7,1
roca,3,0
roces,2,0
rock,4,1
rockefeller,0,1
rodea,4,1
rodeaban,5,0
rodeada,3,0
rodeadas,1,0
rodeado,3,3
rodeados,3,0
rodeamos,1,0
rodean,2,0
rodeando,1,0
rodearon,2,0
rodearse,1,0
rodeo,0,1
rodete,0,1
rodeándolos,0,1
rodeó,0,1
rodillas,2,1
rodin,1,0
rodolfo,4,5
rodrigazo,1,2
rodrigo,1,1
rodriguez,0,2
rodríguez,5,7
roe,2,0
roedor,1,0
roer,1,0
rogelio,0,4
roig,1,0
roja,2,3
rojas,2,0
rojizo,1,0
rojo,4,2
rojos,1,0
rol,15,11
rolando,1,0
roles,5,3
rolex,0,1
roma,6,0
romance,0,1
romano,1,0
romanos,1,0
romero,3,0
romina,2,1
rompa,1,1
rompe,3,1
rompecabezas,2,1
rompen,3,0
rompepelotas,1,0
romper,4,2
romperle,1,0
romperles,1,0
romperse,0,1
rompiendo,1,0
rompiera,0,1
rompieron,0,1
rompió,1,2
rompía,1,0
romántica,0,1
románticas,0,1
romántico,1,0
románticos,1,0
ronda,1,2
rondaba,2,0
rondando,1,0
ropa,12,2
roperito,1,0
ropero,8,0
ros,0,1
rosa,3,0
rosada,27,7
rosadita,0,2
rosado,2,0
rosados,1,0
rosales,2,0
rosariazo,1,0
rosario,7,6
rosas,1,1
rosatti,0,3
rosca,1,0
rosedal,4,1
rosendo,0,1
rosenkrantz,0,2
rosenkranz,0,1
rosita,38,0
rosos,2,0
ross,0,4
rossi,1,2
rostro,4,0
rostros,3,0
rota,1,0
rotando,1,0
rotary,1,0
rothschild,0,1
roto,2,3
rotonda,1,0
rotos,0,1
rotular,0,1
rotundos,1,0
round,0,1
rouseff,1,0
roussef,0,1
rousseff,2,4
rozar,4,0
rozarle,1,0
rrecto,1,0
rt,1,0
ruben,0,2
rubia,0,1
rubicón,0,1
rubin,2,0
rubro,2,2
rubros,1,1
rubén,3,1
rucci,2,0
ruda,1,0
rudos,2,0
rudy,0,1
rueda,1,2
ruedo,2,0
ruedos,1,0
ruega,1,0
rufo,0,1
rugbier,1,0
rugby,1,0
ruge,1,0
rugido,0,1
ruido,7,3
ruidos,1,0
ruidoso,1,0
ruidosos,1,0
ruina,2,0
ruinas,2,0
ruinosa,0,1
ruiz,0,16
rulos,2,0
rumbo,15,3
rumbos,1,0
rumor,4,0
rumores,1,2
ruptura,1,3
rural,13,8
ruralista,2,0
ruralistas,1,0
rusia,0,2
ruso,1,0
russo,7,1
ruta,13,18
rutas,2,2
rutilante,0,1
rutina,0,2
ráfaga,1,0
ráfagas,1,0
rájese,1,0
rápida,1,1
rápidamente,4,3
rápidas,0,1
rápido,10,6
rápidos,0,1
rébori,0,1
récord,0,6
récords,1,1
rédito,1,0
régimen,3,2
réplica,3,1
ríase,1,0
ríe,29,3
ríen,2,0
río,52,11
ríos,4,2
rívolo,0,3
rómulo,1,0
rúa,15,7
rústico,2,0
sa,0,1
saavedra,2,1
sabat,1,0
sabatella,0,1
sabbatella,3,3
sabe,81,38
sabella,4,0
sabemos,23,16
saben,27,15
saber,41,16
saberes,1,1
saberlo,5,0
saberse,2,0
sabes,1,0
sabia,2,0
sabiamente,1,0
sabido,2,3
sabiendas,2,0
sabiendo,3,2
sabio,0,1
sabios,2,1
sable,1,0
sabor,2,3
saboreara,1,0
sabran,1,0
sabrá,0,1
sabría,1,0
sabríamos,1,0
sabrías,0,1
sabsay,4,3
sabés,14,1
sabía,48,12
sabíamos,6,2
sabían,12,1
sabías,1,0
saca,9,2
sacaba,7,0
sacaban,1,0
sacadas,1,0
sacado,4,1
sacados,1,0
sacamos,1,0
sacan,7,2
sacando,2,3
sacar,14,12
sacaran,0,1
sacarle,0,1
sacarlo,1,0
sacarlos,0,1
sacaron,3,1
sacarse,5,2
sacaría,1,0
sacarían,1,0
sacate,1,0
sachet,0,1
saciones,1,0
saco,12,0
sacrificar,1,0
sacrificarte,0,1
sacrificio,1,1
sacrificios,0,1
sacude,1,0
sacudido,1,0
sacudiendo,0,1
sacudirse,2,0
sacudón,1,2
sacábamos,0,1
sacándole,1,0
sacársela,1,0
sacárselo,2,0
sacás,2,0
sacó,10,3
sado,1,0
saga,2,1
sagaz,1,0
sager,1,0
saguier,1,0
sal,1,1
sala,24,17
salarial,1,2
salariales,2,2
salariazo,0,1
salario,7,18
salarios,3,5
salas,2,3
saldada,1,0
saldadas,1,0
saldados,1,0
saldarlo,1,0
saldo,1,1
saldrá,2,3
saldría,0,1
sale,19,7
salen,3,5
salerno,0,1
salga,2,2
salgado,0,5
salgan,1,2
salgo,3,0
salida,11,8
salidas,2,2
salido,8,3
saliendo,5,1
saliente,1,1
salientes,1,0
saliera,1,0
salieran,0,1
salieron,12,0
salimos,2,2
salinger,1,0
salir,34,13
salirse,1,0
saliva,1,0
salió,34,12
salones,0,1
salpicado,2,0
salpican,0,1
salpicando,1,0
salsa,2,0
salta,7,6
saltan,1,0
saltando,1,0
saltea,3,0
saltean,1,0
salteño,1,0
salto,4,1
saltos,2,0
salud,18,21
saluda,0,1
saludalos,0,1
saludan,2,1
saludar,8,0
saludarla,0,1
saludarlos,1,0
saludarme,4,0
saludo,5,0
saludos,6,0
saludála,0,1
saludándola,1,0
saludó,3,0
salutación,1,0
salva,1,0
salvación,2,0
salvado,0,1
salvador,4,1
salvajada,0,1
salvaje,4,1
salvamento,1,0
salvamos,3,0
salvar,6,3
salvara,1,0
salvarle,1,0
salvarlos,1,0
salvaron,1,1
salvataje,2,0
salvatierra,0,1
salvini,15,0
salvo,15,10
salvó,2,2
salí,3,1
salía,15,1
salían,7,0
salís,2,0
salón,8,1
same,0,1
samoré,1,0
samuel,4,0
samuelito,2,0
san,16,7
sana,0,1
sanas,2,0
sanata,0,1
sanatorio,0,1
sancionada,0,1
sancionado,1,0
sancionados,0,1
sancionarlo,0,1
sancionarían,1,0
sanciones,0,1
sancionó,1,1
sanción,1,2
sandes,1,0
sandra,5,1
sandwiches,1,0
sanfelice,0,2
sangrante,1,0
sangrantes,1,0
sangrar,1,0
sangre,12,6
sangrienta,1,0
sangriento,1,0
sangría,0,3
sanguinaria,1,0
sanguinarias,1,0
sanguinario,0,2
sanguinarios,0,1
sanidad,1,0
sanjuanina,1,0
sanjuanino,1,0
sanjuaninos,2,0
sano,3,1
sanos,2,0
sanseacabó,0,1
sant,1,0
santa,46,37
santacruceña,3,0
santacruceño,2,0
santacruceños,4,1
santafesina,1,0
santafesino,1,0
santander,0,1
santiago,9,5
santillán,1,0
santo,1,1
santoro,1,0
santos,2,1
sanz,4,5
sapo,0,1
saque,1,1
saqueadores,1,0
saquear,1,0
saquen,4,3
saqueo,1,1
saqueos,0,3
saques,2,0
sara,3,0
saramago,2,0
sarcástica,1,0
sarcástico,1,0
sarcásticos,2,0
sargento,0,1
sarkoky,0,1
sarli,1,0
sarlo,8,2
sarmientinos,1,0
sarmiento,4,3
sartre,8,0
sartreano,5,0
sartén,1,0
sasturain,2,0
satanizados,0,1
satiricé,1,0
satisfac,1,0
satisfacción,1,1
satisfacer,0,1
satisfaciendo,3,0
satisfacía,1,0
satisfaga,0,1
satisfecha,2,1
satisfecho,4,0
satisfechos,2,0
saturado,2,0
saturan,2,0
satánicamente,1,0
satén,1,0
sauces,1,1
saá,1,0
saña,1,0
saúco,1,0
saúcos,1,0
sbarra,1,0
sbatella,0,2
scalabrini,1,0
scarlett,2,0
scarlette,1,0
scarpia,1,0
schiaretti,0,2
schiavi,0,1
schilacci,0,1
schillaci,0,2
schmidel,0,1
schmmit,1,0
schneider,2,0
schoklender,0,6
scioli,13,98
sciolismo,0,5
sciolista,0,1
sciolistas,0,1
scochimarro,1,0
scolari,2,0
scott,1,0
sderot,2,0
sealabrini,1,0
seasons,1,0
sebastián,0,6
sebreli,0,4
seca,3,3
secamente,1,0
secas,4,0
seccionadas,1,0
seccionarse,1,0
seccionó,2,0
sección,2,0
seco,1,0
secos,2,0
secreta,3,1
secretaria,6,1
secretarias,3,0
secretario,15,20
secretarios,3,4
secretaría,0,11
secretas,0,1
secretear,1,0
secreto,6,5
secta,0,9
sectarios,1,0
sectarismo,0,1
sector,23,25
sectores,48,16
sectoriales,2,0
secuencia,1,1
secuestrado,1,1
secuestrar,0,1
secuestro,2,0
secuestros,0,1
secundaria,2,1
secundarias,1,0
secundario,10,2
secundarios,3,1
sed,3,0
seda,0,1
sedada,1,0
sedados,1,0
sede,3,10
sedere,1,0
sedería,2,0
sedes,1,0
sedicioso,0,1
sedición,0,3
sedienta,1,0
sedientos,0,1
sedimentado,1,0
sedronar,0,8
seducción,10,0
seduce,1,0
seducir,2,1
seducirla,1,0
seducirlos,1,0
sedujo,1,0
segade,0,1
segarra,3,0
segmento,0,2
segmentos,0,1
segovia,2,0
seguia,1,0
seguida,4,0
seguido,7,1
seguidores,4,4
seguimiento,3,2
seguimos,3,3
seguir,47,26
seguirse,1,0
seguirá,6,4
seguirán,2,3
seguiría,1,1
seguirían,1,0
segun,2,0
segunda,14,25
segundas,0,2
segundo,16,21
segundos,2,0
segura,11,3
seguramente,13,6
seguridad,34,18
seguridades,0,1
seguro,20,12
seguros,1,1
seguí,0,2
seguía,15,3
seguían,5,0
según,45,42
seioli,1,0
seis,21,5
seiscientas,0,1
seleccionaba,1,0
seleccionando,1,0
seleccionar,1,0
selección,3,1
selectiva,1,0
sellada,1,0
sellado,1,0
sellados,1,0
sellar,1,0
sellaron,0,1
seller,2,0
sello,1,1
sellos,0,1
selló,1,0
selva,1,0
semaforo,1,0
semana,34,47
semanal,0,1
semanales,2,0
semanalmente,1,1
semanario,1,1
semanas,8,8
sembraba,1,0
sembrada,0,1
sembramos,1,0
sembrar,0,3
sembraron,0,1
semeja,1,0
semejante,3,13
semejantes,0,2
semejanza,0,1
semestre,0,5
semi,0,1
semicerrado,0,1
semidormida,1,0
semifinal,1,0
semilla,5,0
semillas,1,1
semillero,1,0
semáforo,1,0
semántica,0,1
semánticamente,1,0
semánticas,2,0
sen,1,0
senado,20,9
senador,20,7
senadora,28,0
senadoras,1,0
senadores,5,10
sencilla,2,2
sencillamente,5,1
sencillez,1,0
sencillo,4,2
sencillos,2,1
sendas,1,0
senil,0,1
seno,3,1
sensacional,1,0
sensaciones,0,1
sensación,13,4
sensatamente,1,0
sensibilidad,6,1
sensibilizar,1,0
sensible,10,3
sensibles,1,2
sensualidad,0,1
sentaba,2,0
sentaban,2,0
sentada,7,0
sentadas,1,0
sentado,5,4
sentados,3,1
sentamos,1,0
sentar,1,0
sentarlo,1,0
sentarme,1,0
sentaron,1,0
sentarse,1,0
sentaría,1,0
sentate,2,0
sentencia,4,3
sentencias,0,5
sentenció,1,5
sentimental,2,0
sentimentalismo,2,0
sentimiento,8,3
sentimientos,7,0
sentimos,2,0
sentir,10,4
sentirla,2,0
sentirlo,2,0
sentirme,1,0
sentirse,13,2
sentirá,0,1
sentirán,1,0
sentiría,0,2
sentándose,1,0
sentí,8,2
sentía,8,3
sentían,2,0
sentís,1,0
sentó,4,0
senén,1,0
sepa,7,4
sepamos,1,1
sepan,3,1
